,gnss_true_x,gnss_true_y,gnss_x,gnss_y,gnss_labels
949,9490,9490,9477.033541,9488.173766,0
950,9500,9500,9488.541164,9497.500708,0
951,9510,9510,9498.831999,9506.631131,0
952,9520,9520,9508.712367,9517.877694,0
953,9530,9530,9521.018657,9528.37938,0
954,9540,9540,9532.147222,9538.068244,0
955,9550,9550,9541.949916,9548.326525,0
956,9560,9560,9551.945285,9558.617551,0
957,9570,9570,9562.429018,9567.924332,0
958,9580,9580,9572.142048,9578.393989,0
959,9590,9590,9581.265327,9587.66938,0
960,9600,9600,9590.758597,9599.417858,0
961,9610,9610,9598.942786,9610.546585,0
962,9620,9620,9608.630178,9619.897033,0
963,9630,9630,9618.55268,9629.507077,0
964,9640,9640,9628.227859,9638.57892,0
965,9650,9650,9638.012713,9649.794734,0
966,9660,9660,9648.459773,9659.806051,0
967,9670,9670,9659.118965,9669.010057,0
968,9680,9680,9668.302442,9678.839635,0
969,9690,9690,9677.341185,9688.74146,0
970,9700,9700,9686.623605,9698.280807,0
971,9710,9710,9696.977994,9709.562869,0
972,9720,9720,9707.204593,9719.212619,0
973,9730,9730,9715.030966,9728.171739,0
974,9740,9740,9725.487322,9737.823776,0
975,9750,9750,9736.746426,9748.734697,0
976,9760,9760,9748.794307,9760.004855,0
977,9770,9770,9757.387144,9768.282461,0
978,9780,9780,9766.851527,9777.379207,0
979,9790,9790,9776.949494,9786.16583,0
980,9800,9800,9786.155768,9795.376419,0
981,9810,9810,9795.502533,9805.625805,0
982,9820,9820,9806.155854,9816.469623,0
983,9830,9830,9815.135356,9827.130017,0
984,9840,9840,9825.537434,9836.462952,0
985,9850,9850,9835.318757,9845.80666,0
986,9860,9860,9845.103597,9855.551462,0
987,9870,9870,9855.865158,9865.698162,0
988,9880,9880,9865.260787,9875.801462,0
989,9890,9890,9875.869397,9885.30843,0
990,9900,9900,9885.146234,9895.349519,0
991,9910,9910,9895.623507,9905.874376,0
992,9920,9920,9905.35239,9914.942312,0
993,9930,9930,9915.183061,9924.006704,0
994,9940,9940,9925.100483,9933.800107,0
995,9950,9950,9934.866694,9942.941485,0
996,9960,9960,9945.134791,9951.968125,0
997,9970,9970,9954.514787,9962.181756,0
998,9980,9980,9965.491216,9972.195095,0
999,9990,9990,9976.766315,9983.906607,0
1000,10000,10000,9987.432188,9994.905961,0
1001,10010,10010,9999.082057,10003.02432,0
1002,10020,10020,10009.06351,10013.64974,0
1003,10030,10030,10018.14697,10024.22566,0
1004,10040,10040,10028.37686,10033.56867,0
1005,10050,10050,10039.07639,10043.49654,0
1006,10060,10060,10049.15409,10054.04862,0
1007,10070,10070,10059.37634,10064.17812,0
1008,10080,10080,10070.95734,10074.88076,0
1009,10090,10090,10079.84349,10084.65263,0
1010,10100,10100,10091.18657,10094.50823,0
1011,10110,10110,10102.38901,10105.38592,0
1012,10120,10120,10112.85944,10114.86028,0
1013,10130,10130,10122.85177,10125.48594,0
1014,10140,10140,10134.22458,10135.55023,0
1015,10150,10150,10144.55013,10145.91127,0
1016,10160,10160,10155.08004,10155.58234,0
1017,10170,10170,10164.85571,10165.31036,0
1018,10180,10180,10174.2823,10175.31724,0
1019,10190,10190,10184.19045,10184.71029,0
1020,10200,10200,10194.3108,10193.27051,0
1021,10210,10210,10204.23995,10202.74586,0
1022,10220,10220,10213.72865,10213.38338,0
1023,10230,10230,10222.65514,10223.32717,0
1024,10240,10240,10233.5882,10233.15181,0
1025,10250,10250,10243.44575,10243.92663,0
1026,10260,10260,10253.96151,10254.74972,0
1027,10270,10270,10263.71319,10264.99115,0
1028,10280,10280,10273.73677,10276.08129,0
1029,10290,10290,10282.44799,10287.53342,0
1030,10300,10300,10294.25595,10297.63383,0
1031,10310,10310,10305.06026,10308.00434,0
1032,10320,10320,10314.52923,10317.0961,0
1033,10330,10330,10325.03389,10328.44524,0
1034,10340,10340,10334.46062,10337.80115,0
1035,10350,10350,10343.26079,10347.0577,0
1036,10360,10360,10353.52582,10357.28633,0
1037,10370,10370,10361.77236,10368.8239,0
1038,10380,10380,10371.43024,10378.47675,0
1039,10390,10390,10381.27528,10387.52213,0
1040,10400,10400,10390.62516,10397.84092,0
1041,10410,10410,10400.30296,10407.50568,0
1042,10420,10420,10409.83769,10417.72054,0
1043,10430,10430,10420.13141,10427.80183,0
1044,10440,10440,10429.39231,10439.50474,0
1045,10450,10450,10438.92729,10450.33276,0
1046,10460,10460,10448.26074,10460.36758,0
1047,10470,10470,10458.69937,10472.16856,0
1048,10480,10480,10470.00432,10481.39962,0
1049,10490,10490,10480.13475,10491.83909,0
1050,10500,10500,10491.01131,10503.00114,0
1051,10510,10510,10500.41171,10513.65598,0
1052,10520,10520,10511.10421,10523.26514,0
1053,10530,10530,10520.71999,10533.34953,0
1054,10540,10540,10532.21458,10543.86711,0
1055,10550,10550,10542.18213,10553.70332,0
1056,10560,10560,10551.25472,10562.98407,0
1057,10570,10570,10559.75805,10574.14794,0
1058,10580,10580,10568.72436,10584.49017,0
1059,10590,10590,10578.22396,10594.67505,0
1060,10600,10600,10588.88178,10605.15731,0
1061,10610,10610,10598.19534,10615.09149,0
1062,10620,10620,10608.85632,10625.3534,0
1063,10630,10630,10619.02155,10635.67136,0
1064,10640,10640,10629.38939,10646.24123,0
1065,10650,10650,10639.19245,10655.72886,0
1066,10660,10660,10650.45077,10665.11069,0
1067,10670,10670,10661.54354,10676.6775,0
1068,10680,10680,10671.8609,10687.65108,0
1069,10690,10690,10681.33939,10698.10933,0
1070,10700,10700,10690.61488,10708.05747,0
1071,10710,10710,10700.35857,10719.07082,0
1072,10720,10720,10708.93872,10729.72648,0
1073,10730,10730,10719.31097,10740.21135,0
1074,10740,10740,10730.00212,10750.34644,0
1075,10750,10750,10738.82711,10760.23135,0
1076,10760,10760,10748.98133,10770.38262,0
1077,10770,10770,10758.57007,10780.74987,0
1078,10780,10780,10767.54808,10791.47394,0
1079,10790,10790,10778.08034,10801.77111,0
1080,10800,10800,10787.24001,10810.79811,0
1081,10810,10810,10798.95506,10822.51012,0
1082,10820,10820,10809.42065,10832.71967,0
1083,10830,10830,10818.8866,10842.64911,0
1084,10840,10840,10828.89843,10851.88522,0
1085,10850,10850,10838.0192,10861.76515,0
1086,10860,10860,10846.80313,10871.52991,0
1087,10870,10870,10856.92693,10880.41453,0
1088,10880,10880,10866.73017,10892.08105,0
1089,10890,10890,10877.77748,10903.19949,0
1090,10900,10900,10888.14062,10912.06599,0
1091,10910,10910,10898.00938,10923.79312,0
1092,10920,10920,10907.59137,10932.62136,0
1093,10930,10930,10918.17139,10942.79533,0
1094,10940,10940,10928.45013,10952.83018,0
1095,10950,10950,10939.53665,10963.02799,0
1096,10960,10960,10950.77941,10974.76356,0
1097,10970,10970,10961.4597,10983.45336,0
1098,10980,10980,10971.10609,10993.9176,0
1099,10990,10990,10981.4321,11004.05456,0
1100,11000,11000,10991.29598,11013.4714,0
1101,11010,11010,11003.39863,11022.6284,0
1102,11020,11020,11013.99378,11030.91766,0
1103,11030,11030,11023.17342,11039.75611,0
1104,11040,11040,11033.26166,11049.53871,0
1105,11050,11050,11044.43176,11060.26944,0
1106,11060,11060,11055.79303,11070.92568,0
1107,11070,11070,11066.58938,11081.03378,0
1108,11080,11080,11076.42743,11091.53798,0
1109,11090,11090,11085.68358,11103.50442,0
1110,11100,11100,11095.0967,11113.30342,0
1111,11110,11110,11105.2552,11123.02839,0
1112,11120,11120,11114.66709,11132.27745,0
1113,11130,11130,11125.11631,11143.0411,0
1114,11140,11140,11134.3283,11152.82115,0
1115,11150,11150,11144.16035,11161.9285,0
1116,11160,11160,11151.90257,11171.78659,0
1117,11170,11170,11162.83248,11182.26905,0
1118,11180,11180,11172.30481,11192.30881,0
1119,11190,11190,11182.60968,11202.84386,0
1120,11200,11200,11192.31588,11212.96992,0
1121,11210,11210,11203.17934,11224.01338,0
1122,11220,11220,11212.41326,11234.92785,0
1123,11230,11230,11223.42684,11244.08459,0
1124,11240,11240,11232.83506,11254.38926,0
1125,11250,11250,11242.54044,11263.83732,0
1126,11260,11260,11254.09729,11274.38849,0
1127,11270,11270,11264.09436,11284.11724,0
1128,11280,11280,11275.21763,11294.93668,0
1129,11290,11290,11284.63839,11306.54702,0
1130,11300,11300,11295.61817,11315.55994,0
1131,11310,11310,11305.06063,11324.57535,0
1132,11320,11320,11316.71663,11332.39179,0
1133,11330,11330,11327.7604,11342.50122,0
1134,11340,11340,11337.62245,11353.24397,0
1135,11350,11350,11347.99727,11362.57803,0
1136,11360,11360,11357.58811,11373.17427,0
1137,11370,11370,11368.06473,11382.85556,0
1138,11380,11380,11375.70007,11392.15031,0
1139,11390,11390,11387.44843,11402.55185,0
1140,11400,11400,11397.6807,11410.67789,0
1141,11410,11410,11406.63238,11419.67605,0
1142,11420,11420,11416.55606,11429.36063,0
1143,11430,11430,11428.00549,11438.9534,0
1144,11440,11440,11437.807,11449.2483,0
1145,11450,11450,11448.25924,11458.10338,0
1146,11460,11460,11459.09869,11468.00162,0
1147,11470,11470,11469.82679,11477.90315,0
1148,11480,11480,11479.68628,11488.68827,0
1149,11490,11490,11490.4134,11498.27212,0
1150,11500,11500,11500.5801,11508.32701,0
1151,11510,11510,11509.25475,11516.71923,0
1152,11520,11520,11518.62099,11526.99733,0
1153,11530,11530,11529.46198,11535.77663,0
1154,11540,11540,11539.59623,11545.95189,0
1155,11550,11550,11551.03697,11556.17065,0
1156,11560,11560,11562.05231,11566.19981,0
1157,11570,11570,11571.30323,11575.26975,0
1158,11580,11580,11580.26559,11585.5944,0
1159,11590,11590,11590.30891,11594.97441,0
1160,11600,11600,11600.53113,11605.22725,0
1161,11610,11610,11610.1938,11613.62151,0
1162,11620,11620,11620.86484,11623.48678,0
1163,11630,11630,11630.47622,11633.74683,0
1164,11640,11640,11640.38959,11644.07966,0
1165,11650,11650,11650.30271,11652.56785,0
1166,11660,11660,11660.57294,11663.74855,0
1167,11670,11670,11671.61645,11673.46272,0
1168,11680,11680,11681.86972,11682.97833,0
1169,11690,11690,11691.58629,11692.90637,0
1170,11700,11700,11702.09969,11701.76653,0
1171,11710,11710,11712.53945,11711.93425,0
1172,11720,11720,11721.33231,11722.48205,0
1173,11730,11730,11732.07955,11733.65561,0
1174,11740,11740,11742.22163,11742.9352,0
1175,11750,11750,11753.63217,11752.96328,0
1176,11760,11760,11765.42327,11762.45785,0
1177,11770,11770,11775.8548,11772.65148,0
1178,11780,11780,11785.62196,11783.07275,0
1179,11790,11790,11794.82641,11792.99526,0
1180,11800,11800,11805.37923,11802.71813,0
1181,11810,11810,11814.70597,11813.49505,0
1182,11820,11820,11823.41424,11823.72759,0
1183,11830,11830,11833.10391,11834.23348,0
1184,11840,11840,11842.59526,11845.31498,0
1185,11850,11850,11852.8548,11854.27716,0
1186,11860,11860,11862.47107,11861.99664,0
1187,11870,11870,11872.50876,11870.7172,0
1188,11880,11880,11883.89895,11880.58421,0
1189,11890,11890,11893.15797,11891.38442,0
1190,11900,11900,11902.42924,11901.15345,0
1191,11910,11910,11912.87085,11912.30367,0
1192,11920,11920,11923.07218,11920.58941,0
1193,11930,11930,11932.98527,11930.98782,0
1194,11940,11940,11943.22097,11941.71613,0
1195,11950,11950,11952.91446,11951.84272,0
1196,11960,11960,11963.07007,11961.40508,0
1197,11970,11970,11972.59778,11971.88006,0
1198,11980,11980,11982.63829,11982.50847,0
1199,11990,11990,11991.76918,11991.81361,0
1200,12000,12000,12001.98262,12000.33729,0
1201,12010,12010,12013.04289,12011.29141,0
1202,12020,12020,12024.03393,12021.98923,0
1203,12030,12030,12034.54232,12030.95803,0
1204,12040,12040,12044.2849,12041.34604,0
1205,12050,12050,12054.63428,12051.1341,0
1206,12060,12060,12063.52003,12061.07013,0
1207,12070,12070,12072.54698,12072.46678,0
1208,12080,12080,12083.38754,12082.29639,0
1209,12090,12090,12094.14607,12093.35552,0
1210,12100,12100,12102.70335,12103.2042,0
1211,12110,12110,12112.3326,12112.98652,0
1212,12120,12120,12121.94253,12123.48684,0
1213,12130,12130,12131.34825,12134.13656,0
1214,12140,12140,12141.2358,12145.60486,0
1215,12150,12150,12151.68158,12155.87617,0
1216,12160,12160,12161.67931,12166.8203,0
1217,12170,12170,12170.84167,12177.02543,0
1218,12180,12180,12180.64919,12185.85325,0
1219,12190,12190,12191.96892,12196.13217,0
1220,12200,12200,12201.18699,12205.18916,0
1221,12210,12210,12209.9703,12214.99649,0
1222,12220,12220,12219.31845,12223.80353,0
1223,12230,12230,12229.9987,12234.43058,0
1224,12240,12240,12240.73938,12243.88864,0
1225,12250,12250,12250.67188,12252.31541,0
1226,12260,12260,12260.16329,12262.38908,0
1227,12270,12270,12270.04744,12272.50887,0
1228,12280,12280,12279.25665,12282.36082,0
1229,12290,12290,12288.94902,12292.467,0
1230,12300,12300,12299.33384,12302.74587,0
1231,12310,12310,12309.43995,12313.3934,0
1232,12320,12320,12318.71885,12324.15448,0
1233,12330,12330,12329.62546,12333.9679,0
1234,12340,12340,12337.97999,12343.61289,0
1235,12350,12350,12349.758,12353.55055,0
1236,12360,12360,12358.69514,12364.21839,0
1237,12370,12370,12368.69855,12372.9143,0
1238,12380,12380,12378.24156,12382.36957,0
1239,12390,12390,12388.36029,12392.23947,0
1240,12400,12400,12398.63439,12402.5516,0
1241,12410,12410,12408.05411,12414.27596,0
1242,12420,12420,12417.58543,12423.57108,0
1243,12430,12430,12428.09485,12435.21094,0
1244,12440,12440,12436.24269,12445.12224,0
1245,12450,12450,12444.62435,12454.8822,0
1246,12460,12460,12455.53783,12464.74258,0
1247,12470,12470,12465.63336,12475.02487,0
1248,12480,12480,12476.23151,12483.85919,0
1249,12490,12490,12486.23694,12493.47555,0
1250,12500,12500,12495.38496,12502.23017,0
1251,12510,12510,12506.36171,12512.26793,0
1252,12520,12520,12515.62691,12522.38086,0
1253,12530,12530,12525.31498,12532.02712,0
1254,12540,12540,12536.9606,12540.81142,0
1255,12550,12550,12548.55804,12550.9227,0
1256,12560,12560,12556.99816,12561.60172,0
1257,12570,12570,12566.05548,12571.97188,0
1258,12580,12580,12576.52433,12581.87432,0
1259,12590,12590,12585.26678,12592.64429,0
1260,12600,12600,12594.40636,12601.83764,0
1261,12610,12610,12603.23539,12611.90704,0
1262,12620,12620,12614.01626,12621.64743,0
1263,12630,12630,12624.9891,12631.39156,0
1264,12640,12640,12635.8667,12639.03272,0
1265,12650,12650,12646.95353,12650.02552,0
1266,12660,12660,12655.8938,12659.79587,0
1267,12670,12670,12665.15184,12670.1758,0
1268,12680,12680,12674.77278,12680.50884,0
1269,12690,12690,12683.71527,12689.34733,0
1270,12700,12700,12692.98883,12699.75208,0
1271,12710,12710,12704.01699,12709.68178,0
1272,12720,12720,12715.353,12720.06327,0
1273,12730,12730,12726.51287,12729.98076,0
1274,12740,12740,12736.40587,12739.17522,0
1275,12750,12750,12746.27936,12748.62345,0
1276,12760,12760,12756.64165,12758.07523,0
1277,12770,12770,12766.83125,12767.16819,0
1278,12780,12780,12776.66618,12775.77751,0
1279,12790,12790,12786.49732,12785.4658,0
1280,12800,12800,12796.00726,12794.80902,0
1281,12810,12810,12806.70815,12805.24208,0
1282,12820,12820,12816.67799,12814.61018,0
1283,12830,12830,12827.58618,12823.86854,0
1284,12840,12840,12837.73665,12833.63878,0
1285,12850,12850,12847.40843,12842.24441,0
1286,12860,12860,12858.22936,12851.98237,0
1287,12870,12870,12868.5746,12863.03772,0
1288,12880,12880,12877.68347,12872.70663,0
1289,12890,12890,12888.03141,12882.48097,0
1290,12900,12900,12896.8864,12893.14493,0
1291,12910,12910,12905.76517,12902.31713,0
1292,12920,12920,12916.31107,12912.55389,0
1293,12930,12930,12926.7401,12922.50237,0
1294,12940,12940,12936.62546,12932.40703,0
1295,12950,12950,12946.93065,12942.89559,0
1296,12960,12960,12956.50846,12953.77625,0
1297,12970,12970,12966.63776,12964.46749,0
1298,12980,12980,12976.67096,12972.99732,0
1299,12990,12990,12986.4175,12983.54916,0
1300,13000,13000,12998.40159,12993.8361,0
1301,13010,13010,13007.03579,13003.77293,0
1302,13020,13020,13017.91601,13013.09893,0
1303,13030,13030,13027.35911,13024.03252,0
1304,13040,13040,13036.80301,13034.82204,0
1305,13050,13050,13048.21169,13044.31756,0
1306,13060,13060,13059.68413,13056.07019,0
1307,13070,13070,13068.98439,13068.04905,0
1308,13080,13080,13078.73493,13076.78426,0
1309,13090,13090,13088.27683,13087.35884,0
1310,13100,13100,13097.32454,13098.79415,0
1311,13110,13110,13106.95863,13108.41267,0
1312,13120,13120,13117.16866,13118.51486,0
1313,13130,13130,13127.43453,13129.14004,0
1314,13140,13140,13137.14539,13139.67002,0
1315,13150,13150,13146.89413,13149.29323,0
1316,13160,13160,13156.27461,13159.46914,0
1317,13170,13170,13166.81484,13171.09565,0
1318,13180,13180,13176.23017,13182.12241,0
1319,13190,13190,13186.14575,13190.62494,0
1320,13200,13200,13195.57095,13200.118,0
1321,13210,13210,13206.86301,13211.28212,0
1322,13220,13220,13217.04746,13220.09609,0
1323,13230,13230,13226.81985,13229.38696,0
1324,13240,13240,13236.60049,13239.63919,0
1325,13250,13250,13248.18794,13249.39499,0
1326,13260,13260,13257.95921,13259.61514,0
1327,13270,13270,13266.5348,13270.09354,0
1328,13280,13280,13276.32182,13280.72323,0
1329,13290,13290,13287.20138,13290.27682,0
1330,13300,13300,13296.36842,13299.65661,0
1331,13310,13310,13305.98655,13309.7568,0
1332,13320,13320,13316.06524,13320.09065,0
1333,13330,13330,13326.17934,13330.26483,0
1334,13340,13340,13336.95502,13340.25726,0
1335,13350,13350,13348.56395,13350.71546,0
1336,13360,13360,13357.50319,13359.61858,0
1337,13370,13370,13367.19036,13371.22329,0
1338,13380,13380,13376.03348,13381.03968,0
1339,13390,13390,13385.69823,13390.78597,0
1340,13400,13400,13394.49263,13401.09186,0
1341,13410,13410,13404.89654,13411.66093,0
1342,13420,13420,13414.59362,13422.65183,0
1343,13430,13430,13425.81901,13433.05653,0
1344,13440,13440,13435.96074,13443.63483,0
1345,13450,13450,13445.89719,13454.01651,0
1346,13460,13460,13457.72485,13465.26232,0
1347,13470,13470,13466.16926,13474.99192,0
1348,13480,13480,13477.05056,13483.93861,0
1349,13490,13490,13486.94885,13494.25993,0
1350,13500,13500,13495.32683,13503.45956,0
1351,13510,13510,13504.93473,13511.99845,0
1352,13520,13520,13515.8808,13522.26061,0
1353,13530,13530,13525.72473,13531.05792,0
1354,13540,13540,13536.4502,13540.11742,0
1355,13550,13550,13546.11531,13549.4389,0
1356,13560,13560,13556.36225,13559.66969,0
1357,13570,13570,13566.29676,13568.87277,0
1358,13580,13580,13577.41012,13578.97031,0
1359,13590,13590,13587.15969,13589.22002,0
1360,13600,13600,13598.11106,13597.83542,0
1361,13610,13610,13608.26265,13609.25668,0
1362,13620,13620,13617.02369,13619.76334,0
1363,13630,13630,13627.41691,13628.91932,0
1364,13640,13640,13636.91417,13638.07966,0
1365,13650,13650,13647.24216,13647.73103,0
1366,13660,13660,13657.11638,13658.03684,0
1367,13670,13670,13668.66224,13667.31886,0
1368,13680,13680,13679.14318,13677.45498,0
1369,13690,13690,13687.67772,13688.56804,0
1370,13700,13700,13697.28797,13698.78856,0
1371,13710,13710,13707.28147,13709.55708,0
1372,13720,13720,13716.8369,13718.01816,0
1373,13730,13730,13726.91873,13728.18445,0
1374,13740,13740,13736.17092,13740.62755,0
1375,13750,13750,13745.13137,13750.67581,0
1376,13760,13760,13754.27092,13761.14898,0
1377,13770,13770,13764.32723,13772.688,0
1378,13780,13780,13773.9995,13782.34072,0
1379,13790,13790,13783.72935,13791.30839,0
1380,13800,13800,13795.63405,13800.11351,0
1381,13810,13810,13804.32115,13809.81633,0
1382,13820,13820,13813.97116,13819.8351,0
1383,13830,13830,13824.46058,13829.96482,0
1384,13840,13840,13834.40771,13841.23046,0
1385,13850,13850,13843.97866,13852.51424,0
1386,13860,13860,13854.1138,13863.51276,0
1387,13870,13870,13864.10276,13872.2043,0
1388,13880,13880,13873.19635,13883.15362,0
1389,13890,13890,13883.45677,13894.21616,0
1390,13900,13900,13892.84763,13904.68467,0
1391,13910,13910,13903.6808,13916.16988,0
1392,13920,13920,13914.92396,13926.28182,0
1393,13930,13930,13924.6069,13935.64723,0
1394,13940,13940,13934.66051,13946.74496,0
1395,13950,13950,13945.62466,13956.95184,0
1396,13960,13960,13957.46076,13966.72267,0
1397,13970,13970,13967.4733,13975.81076,0
1398,13980,13980,13976.95813,13984.78628,0
1399,13990,13990,13986.65904,13994.12625,0
1400,14000,14000,13997.45312,14003.48521,0
1401,14010,14010,14009.35865,14014.51773,0
1402,14020,14020,14020.00655,14023.8506,0
1403,14030,14030,14029.86143,14034.85462,0
1404,14040,14040,14039.64251,14043.91294,0
1405,14050,14050,14050.07492,14053.68514,0
1406,14060,14060,14060.41474,14063.90078,0
1407,14070,14070,14070.63044,14073.75043,0
1408,14080,14080,14079.90657,14083.70349,0
1409,14090,14090,14089.97046,14093.45518,0
1410,14100,14100,14100.59699,14103.42939,0
1411,14110,14110,14110.3116,14112.90004,0
1412,14120,14120,14121.14467,14123.88255,0
1413,14130,14130,14131.45202,14133.17255,0
1414,14140,14140,14141.7556,14142.29714,0
1415,14150,14150,14151.56971,14151.02763,0
1416,14160,14160,14160.81376,14161.54501,0
1417,14170,14170,14170.91413,14171.79972,0
1418,14180,14180,14180.40013,14183.99603,0
1419,14190,14190,14189.20463,14192.63675,0
1420,14200,14200,14198.96825,14203.03566,0
1421,14210,14210,14208.8865,14212.42899,0
1422,14220,14220,14218.39688,14220.25849,0
1423,14230,14230,14227.43428,14227.90466,0
1424,14240,14240,14237.82723,14237.46159,0
1425,14250,14250,14247.03421,14246.85937,0
1426,14260,14260,14257.57995,14256.2865,0
1427,14270,14270,14267.97991,14265.99096,0
1428,14280,14280,14276.69891,14276.66914,0
1429,14290,14290,14287.26779,14285.64267,0
1430,14300,14300,14296.36964,14295.04757,0
1431,14310,14310,14307.15719,14305.57485,0
1432,14320,14320,14317.61596,14316.56191,0
1433,14330,14330,14327.76815,14325.83744,0
1434,14340,14340,14337.74448,14335.6473,0
1435,14350,14350,14347.19683,14344.83591,0
1436,14360,14360,14354.77907,14353.89251,0
1437,14370,14370,14364.91106,14364.31529,0
1438,14380,14380,14374.20598,14374.73181,0
1439,14390,14390,14384.28408,14386.096,0
1440,14400,14400,14394.01094,14395.34894,0
1441,14410,14410,14405.54036,14404.3131,0
1442,14420,14420,14416.76842,14414.47634,0
1443,14430,14430,14425.77325,14424.33548,0
1444,14440,14440,14435.80577,14435.11487,0
1445,14450,14450,14446.39204,14444.50583,0
1446,14460,14460,14455.19414,14453.53493,0
1447,14470,14470,14465.81465,14463.50923,0
1448,14480,14480,14476.39744,14473.192,0
1449,14490,14490,14485.44018,14482.47155,0
1450,14500,14500,14494.84246,14493.60894,0
1451,14510,14510,14505.0093,14503.3017,0
1452,14520,14520,14514.10556,14514.25241,0
1453,14530,14530,14523.73054,14524.38574,0
1454,14540,14540,14533.17065,14534.49411,0
1455,14550,14550,14544.28522,14544.14806,0
1456,14560,14560,14556.36676,14552.7085,0
1457,14570,14570,14564.62764,14562.84714,0
1458,14580,14580,14574.17563,14572.5083,0
1459,14590,14590,14583.72141,14583.64895,0
1460,14600,14600,14593.94244,14593.60869,0
1461,14610,14610,14603.21135,14603.25427,0
1462,14620,14620,14614.44193,14613.48722,0
1463,14630,14630,14624.52302,14623.11982,0
1464,14640,14640,14635.56207,14633.72577,0
1465,14650,14650,14646.06283,14643.04264,0
1466,14660,14660,14656.60939,14652.08049,0
1467,14670,14670,14665.45677,14660.92789,0
1468,14680,14680,14673.92359,14672.0011,0
1469,14690,14690,14682.62946,14682.18656,0
1470,14700,14700,14691.78868,14691.15545,0
1471,14710,14710,14702.73737,14702.99319,0
1472,14720,14720,14713.03957,14712.79885,0
1473,14730,14730,14721.99372,14724.2166,0
1474,14740,14740,14731.33891,14734.99214,0
1475,14750,14750,14741.90652,14745.36014,0
1476,14760,14760,14752.82918,14754.19896,0
1477,14770,14770,14762.7839,14764.41138,0
1478,14780,14780,14771.72127,14773.84263,0
1479,14790,14790,14782.10595,14782.77653,0
1480,14800,14800,14791.87469,14793.5057,0
1481,14810,14810,14802.05447,14803.46238,0
1482,14820,14820,14814.19823,14813.05627,0
1483,14830,14830,14824.73227,14823.45772,0
1484,14840,14840,14834.06912,14833.38378,0
1485,14850,14850,14842.16587,14843.11707,0
1486,14860,14860,14852.38323,14853.61756,0
1487,14870,14870,14863.00393,14864.67155,0
1488,14880,14880,14874.77617,14875.6918,0
1489,14890,14890,14885.32528,14884.99472,0
1490,14900,14900,14894.22208,14894.30982,0
1491,14910,14910,14904.19894,14904.73795,0
1492,14920,14920,14914.28063,14913.63584,0
1493,14930,14930,14923.75428,14924.29232,0
1494,14940,14940,14932.96973,14933.44308,0
1495,14950,14950,14942.16358,14942.54145,0
1496,14960,14960,14952.41909,14951.73388,0
1497,14970,14970,14963.79108,14962.68646,0
1498,14980,14980,14974.34212,14973.18106,0
1499,14990,14990,14983.84552,14981.80028,0
1500,15000,15000,14993.976,14992.7702,0
1501,15010,15010,15003.57378,15001.69926,0
1502,15020,15020,15013.19537,15011.89824,0
1503,15030,15030,15022.7827,15021.97262,0
1504,15040,15040,15033.55692,15031.80255,0
1505,15050,15050,15043.99074,15044.54678,0
1506,15060,15060,15054.44901,15054.35569,0
1507,15070,15070,15065.54341,15062.99381,0
1508,15080,15080,15076.09735,15073.08048,0
1509,15090,15090,15085.80328,15084.23441,0
1510,15100,15100,15096.51469,15094.31033,0
1511,15110,15110,15106.0659,15103.50664,0
1512,15120,15120,15115.5513,15113.66942,0
1513,15130,15130,15125.96134,15123.15113,0
1514,15140,15140,15136.81877,15132.48516,0
1515,15150,15150,15147.96128,15142.80647,0
1516,15160,15160,15158.2905,15151.4227,0
1517,15170,15170,15168.64241,15159.90684,0
1518,15180,15180,15177.98927,15170.59535,0
1519,15190,15190,15189.1593,15180.80096,0
1520,15200,15200,15199.2992,15190.2672,0
1521,15210,15210,15209.88609,15200.35647,0
1522,15220,15220,15219.49529,15211.04579,0
1523,15230,15230,15229.40131,15219.3255,0
1524,15240,15240,15238.8457,15229.51355,0
1525,15250,15250,15249.12486,15239.44112,0
1526,15260,15260,15257.85194,15250.87008,0
1527,15270,15270,15267.10169,15261.17505,0
1528,15280,15280,15276.88577,15270.40152,0
1529,15290,15290,15286.86155,15279.7676,0
1530,15300,15300,15295.63653,15288.61214,0
1531,15310,15310,15305.6357,15299.78261,0
1532,15320,15320,15315.26193,15310.73782,0
1533,15330,15330,15324.83221,15320.30162,0
1534,15340,15340,15334.12841,15330.60694,0
1535,15350,15350,15344.14719,15340.79271,0
1536,15360,15360,15354.8495,15351.42489,0
1537,15370,15370,15364.59113,15361.66589,0
1538,15380,15380,15374.45102,15371.69835,0
1539,15390,15390,15383.02794,15382.12915,0
1540,15400,15400,15392.89127,15392.25061,0
1541,15410,15410,15403.60974,15402.91138,0
1542,15420,15420,15414.24618,15412.45269,0
1543,15430,15430,15424.18838,15421.59752,0
1544,15440,15440,15435.29006,15431.64527,0
1545,15450,15450,15443.82805,15441.05616,0
1546,15460,15460,15453.6421,15451.97355,0
1547,15470,15470,15462.18759,15461.1718,0
1548,15480,15480,15471.81572,15470.81271,0
1549,15490,15490,15481.03397,15481.3051,0
1550,15500,15500,15489.09082,15491.40202,0
1551,15510,15510,15500.85944,15502.15903,0
1552,15520,15520,15510.5451,15512.00762,0
1553,15530,15530,15519.896,15521.94861,0
1554,15540,15540,15529.701,15533.93329,0
1555,15550,15550,15538.88542,15543.4102,0
1556,15560,15560,15549.24412,15552.8704,0
1557,15570,15570,15558.718,15562.90943,0
